Timestamp,NodeID,Status,ObjectType,Lane,DurationSeconds,Proximity,Snapshot
2026-09-04 21:07:43,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.83,FAR,incident_1788556063_STALLED_CAR.jpg
2026-09-04 21:07:46,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556066_STALLED_CAR.jpg
2026-09-04 21:07:49,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.4,MEDIUM,incident_1788556069_STALLED_CAR.jpg
2026-09-04 21:07:52,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.3,CLOSE,incident_1788556072_STALLED_CAR.jpg
2026-09-04 21:07:55,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,8.17,CLOSE,incident_1788556075_STALLED_CAR.jpg
2026-09-04 21:07:59,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,10.07,CLOSE,incident_1788556079_STALLED_CAR.jpg
2026-09-04 21:08:02,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,11.93,CLOSE,incident_1788556082_STALLED_CAR.jpg
2026-09-04 21:08:05,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,13.8,CLOSE,incident_1788556085_STALLED_CAR.jpg
2026-09-04 21:08:15,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.63,CLOSE,incident_1788556095_STALLED_CAR.jpg
2026-09-04 21:08:20,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.57,MEDIUM,incident_1788556100_STALLED_CAR.jpg
2026-09-04 21:08:25,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556105_STALLED_CAR.jpg
2026-09-04 21:08:30,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556110_STALLED_CAR.jpg
2026-09-04 21:08:33,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.4,CLOSE,incident_1788556113_STALLED_CAR.jpg
2026-09-04 21:08:38,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556118_STALLED_CAR.jpg
2026-09-04 21:08:42,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.87,CLOSE,incident_1788556122_STALLED_CAR.jpg
2026-09-04 21:08:49,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556129_STALLED_CAR.jpg
2026-09-04 21:08:52,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.43,CLOSE,incident_1788556132_STALLED_CAR.jpg
2026-09-04 21:08:59,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556139_STALLED_CAR.jpg
2026-09-04 21:09:02,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.57,CLOSE,incident_1788556142_STALLED_CAR.jpg
2026-09-04 21:09:05,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.57,CLOSE,incident_1788556145_STALLED_CAR.jpg
2026-09-04 21:09:08,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,8.6,CLOSE,incident_1788556148_STALLED_CAR.jpg
2026-09-04 21:09:11,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,10.6,CLOSE,incident_1788556151_STALLED_CAR.jpg
2026-09-04 21:09:14,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,12.63,CLOSE,incident_1788556154_STALLED_CAR.jpg
2026-09-04 21:09:17,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,14.6,CLOSE,incident_1788556157_STALLED_CAR.jpg
2026-09-04 21:09:21,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,16.6,CLOSE,incident_1788556161_STALLED_CAR.jpg
2026-09-04 21:09:24,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,18.57,CLOSE,incident_1788556164_STALLED_CAR.jpg
2026-09-04 21:09:27,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,20.6,CLOSE,incident_1788556167_STALLED_CAR.jpg
2026-09-04 21:09:30,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,22.6,CLOSE,incident_1788556170_STALLED_CAR.jpg
2026-09-04 21:09:33,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,24.53,CLOSE,incident_1788556173_STALLED_CAR.jpg
2026-09-04 21:09:36,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,26.5,CLOSE,incident_1788556176_STALLED_CAR.jpg
2026-09-04 21:09:39,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,28.33,CLOSE,incident_1788556179_STALLED_CAR.jpg
2026-09-04 21:09:42,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,30.17,CLOSE,incident_1788556182_STALLED_CAR.jpg
2026-09-04 21:09:45,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,32.0,CLOSE,incident_1788556185_STALLED_CAR.jpg
2026-09-04 21:09:48,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,33.73,CLOSE,incident_1788556188_STALLED_CAR.jpg
2026-09-04 21:09:51,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,35.53,CLOSE,incident_1788556191_STALLED_CAR.jpg
2026-09-04 21:09:54,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,37.3,CLOSE,incident_1788556194_STALLED_CAR.jpg
2026-09-04 21:09:57,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,39.1,CLOSE,incident_1788556197_STALLED_CAR.jpg
2026-09-04 21:10:04,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,FAR,incident_1788556204_STALLED_CAR.jpg
2026-09-04 21:10:07,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.27,FAR,incident_1788556207_STALLED_CAR.jpg
2026-09-04 21:10:10,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.03,FAR,incident_1788556210_STALLED_CAR.jpg
2026-09-04 21:10:19,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556219_STALLED_CAR.jpg
2026-09-04 21:10:22,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.53,CLOSE,incident_1788556222_STALLED_CAR.jpg
2026-09-04 21:10:25,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.47,CLOSE,incident_1788556225_STALLED_CAR.jpg
2026-09-04 21:10:28,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,8.2,MEDIUM,incident_1788556228_STALLED_CAR.jpg
2026-09-04 21:10:31,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,9.83,CLOSE,incident_1788556231_STALLED_CAR.jpg
2026-09-04 21:10:34,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,11.53,CLOSE,incident_1788556234_STALLED_CAR.jpg
2026-09-04 21:10:37,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,13.63,CLOSE,incident_1788556237_STALLED_CAR.jpg
2026-09-04 21:10:40,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,15.63,CLOSE,incident_1788556240_STALLED_CAR.jpg
2026-09-04 21:10:43,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.9,CLOSE,incident_1788556243_STALLED_CAR.jpg
2026-09-04 21:10:50,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.57,CLOSE,incident_1788556250_STALLED_CAR.jpg
2026-09-04 21:10:54,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556254_STALLED_CAR.jpg
2026-09-04 21:10:57,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.5,CLOSE,incident_1788556257_STALLED_CAR.jpg
2026-09-04 21:11:00,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.57,CLOSE,incident_1788556260_STALLED_CAR.jpg
2026-09-04 21:11:13,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,3.17,CLOSE,incident_1788556273_STALLED_CAR.jpg
2026-09-04 21:11:40,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556300_STALLED_CAR.jpg
2026-09-04 21:11:44,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,3.27,CLOSE,incident_1788556304_STALLED_CAR.jpg
2026-09-04 21:11:51,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556311_STALLED_CAR.jpg
2026-09-04 21:11:59,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556319_STALLED_CAR.jpg
2026-09-04 21:12:02,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.27,CLOSE,incident_1788556322_STALLED_CAR.jpg
2026-09-04 21:12:05,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,5.87,CLOSE,incident_1788556325_STALLED_CAR.jpg
2026-09-04 21:12:08,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,7.6,CLOSE,incident_1788556328_STALLED_CAR.jpg
2026-09-04 21:12:17,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556337_STALLED_CAR.jpg
2026-09-04 21:12:31,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556351_STALLED_CAR.jpg
2026-09-04 21:12:46,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556366_STALLED_CAR.jpg
2026-09-04 21:12:49,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.5,CLOSE,incident_1788556370_STALLED_CAR.jpg
2026-09-04 21:13:05,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556385_STALLED_CAR.jpg
2026-09-04 21:13:10,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556390_STALLED_CAR.jpg
2026-09-04 21:13:13,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.33,CLOSE,incident_1788556393_STALLED_CAR.jpg
2026-09-04 21:13:16,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.1,CLOSE,incident_1788556396_STALLED_CAR.jpg
2026-09-04 21:13:19,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,7.8,CLOSE,incident_1788556399_STALLED_CAR.jpg
2026-09-04 21:13:25,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.9,CLOSE,incident_1788556405_STALLED_CAR.jpg
2026-09-04 21:13:33,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556413_STALLED_CAR.jpg
2026-09-04 21:13:37,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,3.03,CLOSE,incident_1788556417_STALLED_CAR.jpg
2026-09-04 21:13:40,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,7.0,CLOSE,incident_1788556420_STALLED_CAR.jpg
2026-09-04 21:13:43,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.97,CLOSE,incident_1788556423_STALLED_CAR.jpg
2026-09-04 21:13:46,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.8,CLOSE,incident_1788556426_STALLED_CAR.jpg
2026-09-04 21:13:49,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.6,CLOSE,incident_1788556429_STALLED_CAR.jpg
2026-09-04 21:13:52,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,8.4,CLOSE,incident_1788556432_STALLED_CAR.jpg
2026-09-04 21:13:58,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556438_STALLED_CAR.jpg
2026-09-04 21:14:01,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.4,CLOSE,incident_1788556441_STALLED_CAR.jpg
2026-09-04 21:14:04,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.1,CLOSE,incident_1788556444_STALLED_CAR.jpg
2026-09-04 21:14:07,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,7.93,CLOSE,incident_1788556447_STALLED_CAR.jpg
2026-09-04 21:14:10,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,9.63,CLOSE,incident_1788556450_STALLED_CAR.jpg
2026-09-04 21:14:13,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,11.1,CLOSE,incident_1788556453_STALLED_CAR.jpg
2026-09-04 21:14:21,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556461_STALLED_CAR.jpg
2026-09-04 21:14:24,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.4,CLOSE,incident_1788556464_STALLED_CAR.jpg
2026-09-04 21:14:27,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.0,CLOSE,incident_1788556467_STALLED_CAR.jpg
2026-09-04 21:14:30,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,7.73,CLOSE,incident_1788556470_STALLED_CAR.jpg
2026-09-04 21:14:33,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,9.6,CLOSE,incident_1788556473_STALLED_CAR.jpg
2026-09-04 21:14:36,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,11.37,CLOSE,incident_1788556476_STALLED_CAR.jpg
2026-09-04 21:14:39,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,13.23,CLOSE,incident_1788556479_STALLED_CAR.jpg
2026-09-04 21:14:42,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,15.07,CLOSE,incident_1788556482_STALLED_CAR.jpg
2026-09-04 21:14:48,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556488_STALLED_CAR.jpg
2026-09-04 21:14:51,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.4,CLOSE,incident_1788556491_STALLED_CAR.jpg
2026-09-04 21:14:54,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.23,CLOSE,incident_1788556494_STALLED_CAR.jpg
2026-09-04 21:14:57,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,8.07,CLOSE,incident_1788556497_STALLED_CAR.jpg
2026-09-04 21:15:00,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,9.93,CLOSE,incident_1788556500_STALLED_CAR.jpg
2026-09-04 21:15:03,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,11.87,CLOSE,incident_1788556503_STALLED_CAR.jpg
2026-09-04 21:15:06,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,13.7,CLOSE,incident_1788556506_STALLED_CAR.jpg
2026-09-04 21:15:09,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,15.63,CLOSE,incident_1788556509_STALLED_CAR.jpg
2026-09-04 21:15:12,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,17.37,CLOSE,incident_1788556512_STALLED_CAR.jpg
2026-09-04 21:15:20,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556520_STALLED_CAR.jpg
2026-09-04 21:15:23,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.23,CLOSE,incident_1788556523_STALLED_CAR.jpg
2026-09-04 21:15:26,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.1,CLOSE,incident_1788556526_STALLED_CAR.jpg
2026-09-04 21:15:29,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,7.9,CLOSE,incident_1788556529_STALLED_CAR.jpg
2026-09-04 21:15:37,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556537_STALLED_CAR.jpg
2026-09-04 21:15:45,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556545_STALLED_CAR.jpg
2026-09-04 21:15:53,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556553_STALLED_CAR.jpg
2026-09-04 21:15:56,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.33,CLOSE,incident_1788556556_STALLED_CAR.jpg
2026-09-04 21:15:59,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.33,CLOSE,incident_1788556559_STALLED_CAR.jpg
2026-09-04 21:16:02,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,8.37,CLOSE,incident_1788556563_STALLED_CAR.jpg
2026-09-04 21:16:08,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556568_STALLED_CAR.jpg
2026-09-04 21:16:15,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556575_STALLED_CAR.jpg
2026-09-04 21:16:18,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.33,CLOSE,incident_1788556578_STALLED_CAR.jpg
2026-09-04 21:16:21,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,5.93,CLOSE,incident_1788556581_STALLED_CAR.jpg
2026-09-04 21:16:24,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,7.47,CLOSE,incident_1788556584_STALLED_CAR.jpg
2026-09-04 21:16:27,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,9.03,CLOSE,incident_1788556587_STALLED_CAR.jpg
